,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,Average_Score,Score_Discrepancy,Score_Sales_Ratio
2694,Super Mario Advance,GBA,2001.0,Platform,Nintendo,3.14,1.24,0.91,0.2,5.49,84.0,19.0,7.8,41.0,Nintendo,E,81.0,6.0,14.754098360655737
2695,Classic NES Series: Zelda II: The Adventure of Link,GBA,2004.0,Adventure,Nintendo,0.37,0.14,0.17,0.01,0.7,73.0,8.0,7.5,39.0,Nintendo,E,74.0,2.0,105.71428571428572
2696,Big Brain Academy: Wii Degree,Wii,2007.0,Misc,Nintendo,1.05,1.91,0.41,0.42,3.79,68.0,33.0,6.9,39.0,Nintendo,E,68.5,1.0,18.073878627968337
2697,Mario vs. Donkey Kong,GBA,2004.0,Puzzle,Nintendo,0.68,0.25,0.21,0.02,1.17,81.0,43.0,8.0,31.0,Nintendo,E,80.5,1.0,68.80341880341881
2698,Donkey Kong Jungle Beat,GC,2004.0,Platform,Nintendo,0.84,0.22,0.24,0.04,1.34,80.0,49.0,8.3,30.0,Nintendo,E10+,81.5,3.0,60.82089552238806
2699,Wave Race: Blue Storm,GC,2001.0,Racing,Nintendo,0.4,0.1,0.09,0.02,0.6,80.0,21.0,8.3,29.0,Nintendo,E,81.5,3.0,135.83333333333334
2700,Steel Diver,3DS,2011.0,Action,Nintendo,0.31,0.09,0.05,0.03,0.49,58.0,55.0,6.3,29.0,Nintendo,E10+,60.5,5.0,123.46938775510205
2701,Big Brain Academy,DS,2005.0,Misc,Nintendo,1.66,2.75,1.6,0.62,6.62,74.0,45.0,7.4,27.0,Nintendo,E,74.0,0.0,11.178247734138973
2702,Cubivore: Survival of the Fittest,GC,2002.0,Adventure,Nintendo,0.01,0.0,0.15,0.0,0.17,71.0,12.0,8.5,21.0,Nintendo,E,78.0,14.0,458.8235294117647
2703,Brain Age 2: More Training in Minutes a Day,DS,2005.0,Puzzle,Nintendo,3.43,5.35,5.32,1.18,15.29,77.0,37.0,7.1,19.0,Nintendo,E,74.0,6.0,4.839764551994768
2704,Classic NES Series: Metroid,GBA,2004.0,Adventure,Nintendo,0.26,0.1,0.07,0.01,0.43,58.0,9.0,8.6,18.0,Nintendo,E,72.0,28.0,167.4418604651163
2705,Mario vs. Donkey Kong: Mini-Land Mayhem!,DS,2010.0,Puzzle,Nintendo,1.63,0.51,0.35,0.18,2.67,79.0,51.0,7.7,18.0,Nintendo,E,78.0,2.0,29.213483146067418
2706,Brain Age: Concentration Training,3DS,2012.0,Puzzle,Nintendo,0.09,0.0,0.0,0.01,0.09,71.0,11.0,7.9,17.0,Nintendo,E,75.0,8.0,833.3333333333334
2707,Wii Play: Motion,Wii,2011.0,Misc,Nintendo,0.23,0.42,0.18,0.09,0.92,60.0,34.0,6.1,16.0,Nintendo,E10+,60.5,1.0,65.76086956521739
2708,Classic NES Series: Dr. Mario,GBA,2004.0,Puzzle,Nintendo,0.31,0.11,0.13,0.01,0.56,66.0,10.0,7.5,6.0,Nintendo,E,70.5,9.0,125.89285714285712
2709,Classic NES Series: Donkey Kong,GBA,2004.0,Platform,Nintendo,0.4,0.15,0.17,0.01,0.73,55.0,15.0,4.8,4.0,Nintendo,E,51.5,7.0,70.54794520547945
2710,DmC: Devil May Cry,PS3,2013.0,Action,Capcom,0.24,0.26,0.19,0.1,0.79,85.0,40.0,5.3,1471.0,Ninja Theory,M,69.0,32.0,87.34177215189872
2711,DmC: Devil May Cry,X360,2013.0,Action,Capcom,0.26,0.12,0.01,0.04,0.44,86.0,65.0,5.1,1438.0,Ninja Theory,M,68.5,35.0,155.6818181818182
2712,Heavenly Sword,PS3,2007.0,Action,Sony Computer Entertainment,0.57,0.72,0.06,0.29,1.65,79.0,64.0,8.3,544.0,Ninja Theory,T,81.0,4.0,49.09090909090909
2713,Enslaved: Odyssey to the West,PS3,2010.0,Action,Namco Bandai Games,0.24,0.22,0.01,0.09,0.55,80.0,53.0,7.4,312.0,Ninja Theory,T,77.0,6.0,140.0
2714,Enslaved: Odyssey to the West,X360,2010.0,Action,Namco Bandai Games,0.3,0.19,0.0,0.05,0.54,82.0,72.0,7.8,295.0,Ninja Theory,T,80.0,4.0,148.14814814814815
2715,Izuna 2: The Unemployed Ninja Returns,DS,2007.0,Role-Playing,Success,0.05,0.0,0.0,0.0,0.06,65.0,18.0,7.9,13.0,Ninja Studio,T,72.0,14.0,1200.0
2716,Showtime Championship Boxing,Wii,2007.0,Fighting,Zoo Digital Publishing,0.06,0.0,0.0,0.0,0.06,35.0,7.0,4.7,10.0,Nikitova Games,E10+,41.0,12.0,683.3333333333334
2717,Call of Duty Black Ops: Declassified,PSV,2012.0,Action,Activision,0.71,0.43,0.07,0.26,1.47,33.0,58.0,4.8,479.0,Nihilistic,M,40.5,15.0,27.551020408163264
2718,Resistance: Burning Skies,PSV,2012.0,Shooter,Sony Computer Entertainment,0.18,0.15,0.02,0.06,0.41,60.0,63.0,6.8,245.0,Nihilistic,M,64.0,8.0,156.09756097560975
2719,Conan,X360,2007.0,Action,THQ,0.16,0.02,0.0,0.01,0.19,69.0,49.0,7.3,67.0,Nihilistic,M,71.0,4.0,373.6842105263158
2720,Conan,PS3,2007.0,Action,THQ,0.13,0.15,0.0,0.05,0.34,69.0,35.0,7.2,40.0,Nihilistic,M,70.5,3.0,207.35294117647058
2721,PlayStation Move Heroes,PS3,2011.0,Platform,Sony Computer Entertainment,0.08,0.06,0.0,0.03,0.17,53.0,39.0,6.1,16.0,Nihilistic,E10+,57.0,8.0,335.2941176470588
2722,Greg Hastings' Tournament Paintball Max'd,DS,2006.0,Shooter,Activision,0.03,0.0,0.0,0.0,0.04,39.0,4.0,7.4,10.0,Nightlight Studios,E10+,56.5,35.0,1412.5
2723,Cave Story 3D,3DS,2011.0,Platform,Nippon Ichi Software,0.09,0.03,0.01,0.01,0.14,82.0,29.0,7.7,72.0,Nicalis,E10+,79.5,5.0,567.8571428571428
2724,Hour of Victory,X360,2007.0,Shooter,Midway Games,0.1,0.01,0.0,0.01,0.13,37.0,33.0,3.0,40.0,Nfusion,T,33.5,7.0,257.6923076923077
2725,Metroid Prime: Federation Force,3DS,2016.0,Action,Nintendo,0.02,0.01,0.01,0.0,0.05,64.0,56.0,5.1,219.0,"Next Level Games, Nintendo",T,57.5,13.0,1150.0
2726,Luigi's Mansion: Dark Moon,3DS,2013.0,Action,Nintendo,1.8,1.39,1.11,0.29,4.59,86.0,74.0,8.4,458.0,Next Level Games,E,85.0,2.0,18.51851851851852
2727,Mario Strikers Charged,Wii,2007.0,Sports,Nintendo,1.05,1.05,0.24,0.24,2.58,79.0,47.0,8.0,124.0,Next Level Games,E10+,79.5,1.0,30.813953488372093
2728,Super Mario Strikers,GC,2005.0,Sports,Nintendo,0.98,0.38,0.2,0.04,1.61,76.0,39.0,8.7,55.0,Next Level Games,E,81.5,11.0,50.62111801242236
2729,Captain America: Super Soldier,PS3,2011.0,Action,Sega,0.1,0.06,0.0,0.03,0.19,61.0,34.0,7.3,40.0,Next Level Games,T,67.0,12.0,352.63157894736844
2730,Captain America: Super Soldier,X360,2011.0,Action,Sega,0.11,0.05,0.0,0.01,0.17,60.0,48.0,6.4,37.0,Next Level Games,T,62.0,4.0,364.70588235294116
2731,Spider-Man: Friend or Foe,X360,2007.0,Action,Activision,0.26,0.01,0.0,0.02,0.29,60.0,51.0,6.3,26.0,Next Level Games,E10+,61.5,3.0,212.0689655172414
2732,Spider-Man: Friend or Foe,PS2,2007.0,Action,Activision,0.31,0.01,0.0,0.05,0.37,62.0,15.0,8.3,19.0,Next Level Games,E10+,72.5,21.0,195.94594594594594
2733,NHL Hitz Pro,PS2,2003.0,Sports,Midway Games,0.09,0.07,0.0,0.02,0.19,79.0,23.0,8.9,13.0,Next Level Games,E,84.0,10.0,442.10526315789474
2734,NHL Hitz Pro,XB,2003.0,Sports,Midway Games,0.05,0.01,0.0,0.0,0.07,81.0,23.0,8.8,12.0,Next Level Games,E,84.5,7.0,1207.142857142857
2735,Tom Clancy's Ghost Recon,Wii,2010.0,Shooter,Ubisoft,0.1,0.01,0.0,0.01,0.12,46.0,21.0,6.8,8.0,Next Level Games,T,57.0,22.0,475.0
2736,Transformers: Cybertron Adventures,Wii,2010.0,Action,Activision,0.14,0.1,0.0,0.02,0.27,41.0,15.0,6.5,8.0,Next Level Games,T,53.0,24.0,196.29629629629628
2737,Spider-Man: Friend or Foe,Wii,2007.0,Action,Activision,0.13,0.0,0.0,0.01,0.14,59.0,29.0,8.0,6.0,Next Level Games,E10+,69.5,21.0,496.4285714285714
2738,Shining Soul,GBA,2002.0,Role-Playing,Atari,0.03,0.01,0.09,0.0,0.14,58.0,13.0,8.5,8.0,Next Entertainment,E,71.5,27.0,510.71428571428567
2739,Bayonetta,PS3,2009.0,Action,Sega,0.44,0.39,0.21,0.16,1.21,87.0,54.0,7.7,355.0,Nex Entertainment,M,82.0,10.0,67.76859504132231
2740,Resident Evil - Code: Veronica X,GC,2003.0,Action,Capcom,0.05,0.01,0.0,0.0,0.06,62.0,16.0,8.5,32.0,Nex Entertainment,M,73.5,23.0,1225.0
2741,Time Crisis 4,PS3,2007.0,Shooter,Namco Bandai Games,0.32,0.32,0.05,0.14,0.83,60.0,52.0,7.4,21.0,Nex Entertainment,T,67.0,14.0,80.72289156626506
2742,Children of Mana,DS,2006.0,Role-Playing,Nintendo,0.16,0.01,0.29,0.01,0.48,65.0,34.0,6.0,21.0,Nex Entertainment,E10+,62.5,5.0,130.20833333333334
2743,Time Crisis: Razing Storm,PS3,2010.0,Shooter,Namco Bandai Games,0.18,0.2,0.07,0.08,0.54,58.0,49.0,5.9,15.0,Nex Entertainment,T,58.5,1.0,108.33333333333333
2744,Shining Tears,PS2,2004.0,Role-Playing,Sega,0.05,0.04,0.0,0.01,0.09,61.0,14.0,6.5,11.0,Nex Entertainment,T,63.0,4.0,700.0
2745,Victorious Boxers: Ippo's Road to Glory,PS2,2000.0,Fighting,Empire Interactive,0.05,0.04,0.38,0.01,0.47,75.0,15.0,8.0,10.0,New,T,77.5,5.0,164.8936170212766
2746,Guitar Hero: Van Halen,X360,2009.0,Misc,Activision,0.16,0.1,0.0,0.03,0.29,57.0,34.0,5.8,17.0,"Neversoft Entertainment, Underground Development",T,57.5,1.0,198.27586206896552
2747,Guitar Hero III: Legends of Rock,PS2,2007.0,Misc,Activision,3.49,0.01,0.01,1.48,4.98,82.0,24.0,8.2,46.0,"Neversoft Entertainment, BudCat",T,82.0,0.0,16.46586345381526
2748,Tony Hawk's Pro Skater 2,PS,2000.0,Sports,Activision,3.05,1.41,0.02,0.2,4.68,98.0,19.0,7.7,299.0,Neversoft Entertainment,T,87.5,21.0,18.6965811965812
2749,Tony Hawk's Pro Skater 3,PS2,2001.0,Sports,Activision,2.66,1.29,0.01,0.46,4.41,97.0,34.0,7.5,298.0,Neversoft Entertainment,T,86.0,22.0,19.501133786848072
2750,Guitar Hero: World Tour,X360,2008.0,Misc,Activision,1.78,0.63,0.0,0.25,2.66,85.0,67.0,6.3,171.0,Neversoft Entertainment,T,74.0,22.0,27.819548872180448
2751,Guitar Hero III: Legends of Rock,X360,2007.0,Misc,Activision,3.19,0.91,0.01,0.42,4.53,85.0,69.0,7.9,165.0,Neversoft Entertainment,T,82.0,6.0,18.101545253863133
2752,Tony Hawk's Pro Skater 4,PS2,2002.0,Sports,Activision,2.13,1.18,0.01,0.35,3.67,94.0,27.0,8.5,128.0,Neversoft Entertainment,T,89.5,9.0,24.38692098092643
2753,Tony Hawk's Underground,PS2,2003.0,Sports,Activision,2.29,1.17,0.01,0.42,3.9,90.0,38.0,8.7,121.0,Neversoft Entertainment,T,88.5,3.0,22.692307692307693
2754,Guitar Hero 5,X360,2009.0,Misc,Activision,0.65,0.37,0.0,0.11,1.13,85.0,69.0,6.8,108.0,Neversoft Entertainment,T,76.5,17.0,67.69911504424779
2755,Spider-Man,PS,2000.0,Action,Activision,1.7,1.25,0.02,0.16,3.13,87.0,19.0,9.0,107.0,Neversoft Entertainment,E,88.5,3.0,28.27476038338658
2756,Guitar Hero 5,PS3,2009.0,Misc,Activision,0.53,0.39,0.0,0.17,1.09,86.0,54.0,5.7,87.0,Neversoft Entertainment,T,71.5,29.0,65.59633027522935
2757,Guitar Hero: World Tour,PS3,2008.0,Misc,Activision,1.1,0.55,0.0,0.27,1.92,84.0,43.0,7.5,80.0,Neversoft Entertainment,T,79.5,9.0,41.40625
2758,Guitar Hero: Metallica,X360,2009.0,Misc,Activision,0.52,0.2,0.0,0.07,0.8,84.0,62.0,8.1,79.0,Neversoft Entertainment,T,82.5,3.0,103.125
2759,Gun,PS2,2005.0,Shooter,Activision,0.98,0.04,0.0,0.16,1.17,77.0,43.0,8.7,70.0,Neversoft Entertainment,M,82.0,10.0,70.08547008547009
2760,Tony Hawk's Pro Skater,PS,1999.0,Sports,Activision,3.42,1.38,0.02,0.2,5.02,92.0,18.0,9.2,69.0,Neversoft Entertainment,T,92.0,0.0,18.326693227091635
2761,Tony Hawk's Underground 2,PS2,2004.0,Sports,Activision,1.25,0.86,0.01,0.26,2.37,83.0,59.0,8.8,55.0,Neversoft Entertainment,T,85.5,5.0,36.075949367088604
2762,Guitar Hero III: Legends of Rock,PS3,2007.0,Misc,Activision,1.4,0.53,0.02,0.3,2.24,83.0,45.0,7.8,52.0,Neversoft Entertainment,T,80.5,5.0,35.9375
2763,Guitar Hero: Warriors of Rock,X360,2010.0,Misc,Activision,0.47,0.31,0.0,0.08,0.86,72.0,65.0,6.5,51.0,Neversoft Entertainment,T,68.5,7.0,79.65116279069768
2764,Guitar Hero: Metallica,PS3,2009.0,Misc,Activision,0.28,0.24,0.0,0.1,0.62,86.0,44.0,8.0,48.0,Neversoft Entertainment,T,83.0,6.0,133.8709677419355
2765,Guitar Hero: Aerosmith,X360,2008.0,Misc,Activision,1.0,0.13,0.0,0.1,1.23,70.0,59.0,6.7,48.0,Neversoft Entertainment,T,68.5,3.0,55.69105691056911
2766,Tony Hawk's Proving Ground,X360,2007.0,Sports,Activision,0.49,0.02,0.0,0.04,0.56,72.0,59.0,5.4,44.0,Neversoft Entertainment,T,63.0,18.0,112.49999999999999
2767,Tony Hawk's Project 8,X360,2006.0,Sports,Activision,0.44,0.02,0.0,0.04,0.49,81.0,65.0,7.6,38.0,Neversoft Entertainment,T,78.5,5.0,160.20408163265307
2768,Guitar Hero: Warriors of Rock,PS3,2010.0,Misc,Activision,0.33,0.34,0.0,0.13,0.81,74.0,46.0,7.1,30.0,Neversoft Entertainment,T,72.5,3.0,89.50617283950616
2769,Band Hero,X360,2009.0,Misc,Activision,0.51,0.21,0.0,0.07,0.79,76.0,52.0,5.0,30.0,Neversoft Entertainment,E10+,63.0,26.0,79.74683544303797
2770,Gun,XB,2005.0,Shooter,Activision,0.38,0.12,0.0,0.02,0.52,79.0,55.0,7.8,29.0,Neversoft Entertainment,M,78.5,1.0,150.96153846153845
2771,Tony Hawk's Pro Skater 3,GC,2001.0,Sports,Activision,0.64,0.17,0.0,0.02,0.82,91.0,27.0,9.0,27.0,Neversoft Entertainment,T,90.5,1.0,110.3658536585366
2772,Tony Hawk's Underground,XB,2003.0,Sports,Activision,0.85,0.37,0.0,0.05,1.27,85.0,33.0,9.1,26.0,Neversoft Entertainment,T,88.0,6.0,69.29133858267717
2773,Guitar Hero: Aerosmith,PS3,2008.0,Misc,Activision,0.73,0.15,0.0,0.11,0.99,70.0,39.0,5.0,26.0,Neversoft Entertainment,T,60.0,20.0,60.60606060606061
2774,Tony Hawk's Underground,GC,2003.0,Sports,Activision,0.54,0.14,0.0,0.02,0.7,89.0,19.0,8.5,24.0,Neversoft Entertainment,T,87.0,4.0,124.28571428571429
2775,Tony Hawk's Pro Skater 4,GC,2002.0,Sports,Activision,0.45,0.12,0.0,0.02,0.58,91.0,19.0,8.6,21.0,Neversoft Entertainment,T,88.5,5.0,152.58620689655174
2776,Tony Hawk's Pro Skater 4,XB,2002.0,Sports,Activision,0.59,0.3,0.0,0.04,0.93,90.0,25.0,8.5,21.0,Neversoft Entertainment,T,87.5,5.0,94.08602150537634
2777,Tony Hawk's American Wasteland,X360,2005.0,Sports,Activision,0.28,0.01,0.0,0.03,0.32,75.0,43.0,7.2,21.0,Neversoft Entertainment,T,73.5,3.0,229.6875
2778,Tony Hawk's Underground 2,GC,2004.0,Sports,Activision,0.38,0.1,0.0,0.01,0.5,82.0,30.0,8.9,17.0,Neversoft Entertainment,T,85.5,7.0,171.0
2779,Guitar Hero: Metallica,Wii,2009.0,Misc,Activision,0.4,0.43,0.0,0.1,0.93,85.0,20.0,8.6,17.0,Neversoft Entertainment,T,85.5,1.0,91.93548387096774
2780,Tony Hawk's Pro Skater 3,XB,2002.0,Sports,Activision,0.34,0.18,0.0,0.02,0.55,93.0,22.0,8.4,17.0,Neversoft Entertainment,T,88.5,9.0,160.9090909090909
2781,Tony Hawk's Proving Ground,PS3,2007.0,Sports,Activision,0.36,0.04,0.0,0.04,0.44,73.0,36.0,6.6,17.0,Neversoft Entertainment,T,69.5,7.0,157.95454545454547
2782,Tony Hawk's American Wasteland,XB,2005.0,Sports,Activision,0.4,0.2,0.0,0.03,0.62,77.0,40.0,7.7,15.0,Neversoft Entertainment,T,77.0,0.0,124.19354838709677
2783,Tony Hawk's American Wasteland,GC,2005.0,Sports,Activision,0.33,0.08,0.0,0.01,0.42,76.0,26.0,7.7,15.0,Neversoft Entertainment,T,76.5,1.0,182.14285714285714
2784,Tony Hawk's Project 8,PS3,2006.0,Sports,Activision,0.3,0.22,0.01,0.1,0.63,76.0,43.0,7.2,14.0,Neversoft Entertainment,T,74.0,4.0,117.46031746031746
2785,Tony Hawk's Underground 2,XB,2004.0,Sports,Activision,0.48,0.24,0.0,0.03,0.75,83.0,55.0,7.8,12.0,Neversoft Entertainment,T,80.5,5.0,107.33333333333333
2786,Band Hero,PS3,2009.0,Misc,Activision,0.41,0.23,0.0,0.11,0.74,76.0,45.0,5.7,9.0,Neversoft Entertainment,E10+,66.5,19.0,89.86486486486487
2787,Guitar Hero: Van Halen,PS3,2009.0,Misc,Activision,0.14,0.09,0.0,0.04,0.27,59.0,33.0,4.7,9.0,Neversoft Entertainment,T,53.0,12.0,196.29629629629628
2788,Gun,GC,2005.0,Shooter,Activision,0.14,0.04,0.0,0.0,0.18,77.0,27.0,8.6,8.0,Neversoft Entertainment,M,81.5,9.0,452.77777777777777
2789,Guitar Hero: Van Halen,Wii,2009.0,Misc,Activision,0.13,0.12,0.0,0.03,0.28,50.0,12.0,5.2,6.0,Neversoft Entertainment,T,51.0,2.0,182.14285714285714
2790,Spectral Souls: Resurrection of the Ethereal Empires,PSP,2005.0,Role-Playing,Idea Factory,0.03,0.0,0.0,0.0,0.03,47.0,27.0,8.2,12.0,"Neverland, Idea Factory",T,64.5,35.0,2150.0
2791,Aedis Eclipse: Generation of Chaos,PSP,2006.0,Role-Playing,Idea Factory,0.02,0.0,0.0,0.0,0.02,62.0,20.0,6.5,11.0,"Neverland, Idea Factory",E10+,63.5,3.0,3175.0
2792,Spectral Force Genesis,DS,2008.0,Role-Playing,Nobilis,0.08,0.0,0.01,0.01,0.09,46.0,8.0,7.0,5.0,"Neverland, Idea Factory",T,58.0,24.0,644.4444444444445
2793,Rune Factory 4,3DS,2012.0,Role-Playing,Xseed Games,0.32,0.0,0.21,0.03,0.57,78.0,33.0,8.1,122.0,Neverland,E10+,79.5,3.0,139.47368421052633
2794,Rune Factory: A Fantasy Harvest Moon,DS,2006.0,Role-Playing,Rising Star Games,0.35,0.01,0.14,0.03,0.53,78.0,26.0,8.1,52.0,Neverland,E,79.5,3.0,150.0
2795,Rune Factory 3: A Fantasy Harvest Moon,DS,2009.0,Role-Playing,Rising Star Games,0.26,0.03,0.1,0.02,0.4,77.0,10.0,8.6,46.0,Neverland,E,81.5,9.0,203.75
2796,Rune Factory: Tides of Destiny,PS3,2011.0,Role-Playing,Marvelous Interactive,0.14,0.0,0.07,0.02,0.23,55.0,12.0,7.9,44.0,Neverland,E10+,67.0,24.0,291.30434782608694
2797,Rune Factory: Frontier,Wii,2008.0,Role-Playing,Rising Star Games,0.16,0.13,0.04,0.03,0.37,79.0,34.0,8.5,39.0,Neverland,E10+,82.0,6.0,221.6216216216216
2798,Rune Factory 2: A Fantasy Harvest Moon,DS,2008.0,Role-Playing,Rising Star Games,0.32,0.03,0.15,0.03,0.52,77.0,14.0,7.9,30.0,Neverland,E,78.0,2.0,150.0
2799,Rengoku: The Tower of Purgatory,PSP,2005.0,Action,Konami Digital Entertainment,0.1,0.0,0.0,0.01,0.11,43.0,30.0,5.6,22.0,Neverland,M,49.5,13.0,450.0
2800,Shining Force NEO,PS2,2005.0,Role-Playing,Sega,0.06,0.04,0.0,0.01,0.11,69.0,12.0,8.1,20.0,Neverland,T,75.0,12.0,681.8181818181819
2801,Shining Force EXA,PS2,2007.0,Role-Playing,Sega,0.0,0.0,0.1,0.0,0.1,64.0,24.0,7.3,17.0,Neverland,E10+,68.5,9.0,685.0
2802,Rengoku II:  The Stairway To H.E.A.V.E.N.,PSP,2006.0,Action,Konami Digital Entertainment,0.02,0.0,0.0,0.0,0.02,51.0,24.0,7.6,14.0,Neverland,T,63.5,25.0,3175.0
2803,Lufia: Curse of the Sinistrals,DS,2010.0,Role-Playing,Square Enix,0.11,0.0,0.03,0.01,0.15,80.0,8.0,8.0,13.0,Neverland,E10+,80.0,0.0,533.3333333333334
2804,Disney's Party,GC,2002.0,Misc,Electronic Arts,0.04,0.01,0.0,0.0,0.05,39.0,6.0,7.8,5.0,Neverland,E,58.5,39.0,1170.0
2805,Mortal Kombat,PS3,2011.0,Fighting,Warner Bros. Interactive Entertainment,1.98,0.53,0.0,0.34,2.84,84.0,60.0,8.4,494.0,NetherRealm Studios,M,84.0,0.0,29.577464788732396
2806,Mortal Kombat,X360,2011.0,Fighting,Warner Bros. Interactive Entertainment,1.63,0.31,0.0,0.16,2.1,86.0,66.0,8.3,382.0,NetherRealm Studios,M,84.5,3.0,40.238095238095234
2807,Injustice: Gods Among Us,X360,2013.0,Fighting,Warner Bros. Interactive Entertainment,0.97,0.3,0.0,0.11,1.38,81.0,63.0,7.9,362.0,NetherRealm Studios,T,80.0,2.0,57.971014492753625
2808,Injustice: Gods Among Us,PS3,2013.0,Fighting,Warner Bros. Interactive Entertainment,0.48,0.5,0.01,0.2,1.18,78.0,37.0,7.9,282.0,NetherRealm Studios,T,78.5,1.0,66.52542372881356
2809,Mortal Kombat,PSV,2012.0,Fighting,Warner Bros. Interactive Entertainment,0.42,0.13,0.0,0.1,0.65,85.0,51.0,7.8,192.0,NetherRealm Studios,M,81.5,7.0,125.38461538461539
2810,Injustice: Gods Among Us,WiiU,2013.0,Fighting,Warner Bros. Interactive Entertainment,0.09,0.08,0.0,0.02,0.19,82.0,5.0,7.9,112.0,NetherRealm Studios,T,80.5,3.0,423.6842105263158
2811,Medal of Honor: Infiltrator,GBA,2003.0,Shooter,Electronic Arts,0.11,0.04,0.0,0.0,0.15,80.0,19.0,7.2,12.0,Netherock Ltd.,T,76.0,8.0,506.6666666666667
2812,Return to Castle Wolfenstein: Tides of War,XB,2003.0,Shooter,Activision,0.49,0.16,0.0,0.02,0.67,84.0,38.0,8.8,33.0,Nerve Software,M,86.0,4.0,128.3582089552239
2813,Enemy Territory: Quake Wars,X360,2008.0,Shooter,Activision,0.3,0.11,0.0,0.04,0.45,69.0,54.0,7.3,26.0,Nerve Software,T,71.0,4.0,157.77777777777777
2814,Legend of Kay Anniversary,WiiU,2015.0,Action,Nordic Games,0.0,0.01,0.0,0.0,0.01,67.0,9.0,7.1,35.0,"Neon Studios, Kaiko",E10+,69.0,4.0,6900.0
2815,Legend of Kay Anniversary,PS4,2015.0,Action,Nordic Games,0.0,0.02,0.0,0.0,0.03,62.0,22.0,6.4,11.0,"Neon Studios, Kaiko",E10+,63.0,2.0,2100.0
2816,Legend of Kay,PS2,2005.0,Action,JoWood Productions,0.03,0.02,0.0,0.01,0.05,72.0,30.0,7.3,18.0,Neon Studios,E10+,72.5,1.0,1450.0
2817,Max Payne,XB,2001.0,Shooter,Take-Two Interactive,0.98,0.19,0.0,0.05,1.22,89.0,24.0,8.3,61.0,neo Software,M,86.0,6.0,70.49180327868852
2818,Charlie's Angels,GC,2003.0,Action,Ubisoft,0.01,0.0,0.0,0.0,0.02,23.0,21.0,3.3,23.0,Neko Entertainment,T,28.0,10.0,1400.0
2819,Legend of the Dragon,Wii,2007.0,Fighting,Game Factory,0.06,0.0,0.0,0.0,0.06,37.0,14.0,4.8,5.0,Neko Entertainment,T,42.5,11.0,708.3333333333334
2820,Build-A-Bear Workshop,DS,2007.0,Simulation,Game Factory,0.85,0.01,0.0,0.07,0.93,61.0,11.0,4.8,5.0,Neko Entertainment,E,54.5,13.0,58.60215053763441
2821,Culdcept,PS2,2002.0,Strategy,Sega,0.01,0.01,0.0,0.0,0.03,78.0,26.0,8.9,9.0,NEC Interchannel,T,83.5,11.0,2783.3333333333335
2822,Mario Party 9,Wii,2012.0,Misc,Nintendo,1.06,1.09,0.76,0.22,3.13,73.0,45.0,6.8,155.0,Nd Cube,E,70.5,5.0,22.523961661341854
2823,Wii Party U,WiiU,2013.0,Misc,Nintendo,0.3,0.56,0.84,0.05,1.75,65.0,38.0,6.8,135.0,Nd Cube,E,66.5,3.0,38.0
2824,Wii Party,Wii,2010.0,Misc,Nintendo,1.75,3.47,2.49,0.67,8.38,68.0,42.0,7.4,54.0,Nd Cube,E,71.0,6.0,8.472553699284008
2825,F-Zero: Maximum Velocity,GBA,2001.0,Racing,Nintendo,0.39,0.16,0.37,0.12,1.04,86.0,19.0,8.5,22.0,Nd Cube,E,85.5,1.0,82.21153846153845
2826,Shadow Hearts: Covenant,PS2,2004.0,Role-Playing,Midway Games,0.12,0.09,0.0,0.03,0.24,85.0,49.0,9.1,54.0,Nautilus,T,88.0,6.0,366.6666666666667
2827,Shadow Hearts: From The New World,PS2,2005.0,Role-Playing,Ghostlight,0.07,0.06,0.0,0.02,0.14,76.0,42.0,8.2,33.0,Nautilus,T,79.0,6.0,564.2857142857142
2828,Uncharted: Golden Abyss,PSV,2011.0,Shooter,Sony Computer Entertainment,0.53,0.66,0.13,0.22,1.53,80.0,80.0,7.4,770.0,"Naughty Dog, Sony Bend",T,77.0,6.0,50.326797385620914
2829,Uncharted: Drake's Fortune,PS3,2007.0,Action,Sony Computer Entertainment,2.31,1.72,0.12,0.77,4.92,88.0,66.0,8.1,2306.0,"Naughty Dog, SCE/WWS",T,84.5,7.0,17.17479674796748
2830,The Last of Us,PS3,2013.0,Action,Sony Computer Entertainment Europe,2.41,2.18,0.28,0.99,5.87,95.0,98.0,9.1,8003.0,Naughty Dog,M,93.0,4.0,15.843270868824531
2831,Uncharted 4: A Thief's End,PS4,2016.0,Shooter,Sony Computer Entertainment,1.85,2.5,0.19,0.85,5.38,93.0,113.0,7.9,7064.0,Naughty Dog,T,86.0,14.0,15.985130111524164
2832,Uncharted 2: Among Thieves,PS3,2009.0,Action,Sony Computer Entertainment,3.27,2.2,0.21,0.98,6.66,96.0,105.0,8.8,5187.0,Naughty Dog,T,92.0,8.0,13.813813813813814
2833,Uncharted 3: Drake's Deception,PS3,2011.0,Action,Sony Computer Entertainment,2.77,2.75,0.19,1.03,6.74,92.0,97.0,8.3,3712.0,Naughty Dog,T,87.5,9.0,12.982195845697328
2834,Crash Bandicoot 3: Warped,PS,1998.0,Platform,Sony Computer Entertainment,3.68,1.75,1.42,0.28,7.13,91.0,12.0,8.9,432.0,Naughty Dog,E,90.0,2.0,12.622720897615709
