Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,Average_score,Score_discrepancy,Ratings_sales_ratio
Kessen II,PS2,2001,Strategy,THQ,0,13,0,1,0,2,0,03,0,46,71,15,8,3,22,Koei,T,77,12,167,3913043
Fire Emblem: Radiant Dawn,Wii,2007,Strategy,Nintendo,0,27,0,03,0,17,0,03,0,49,78,36,8,7,180,Intelligent Systems,E10+,82,9,167,3469388
MindJack,PS3,2011,Shooter,Square Enix,0,07,0,07,0,0,03,0,18,44,31,1,7,46,FeelPlus,M,30,27,166,6666667
NHL 2K6,PS2,2005,Sports,Take-Two Interactive,0,21,0,16,0,0,05,0,42,81,28,5,8,18,2K Sports,E10+,70,23,166,6666667
NARC,PS2,2005,Shooter,Midway Games,0,18,0,14,0,0,05,0,36,50,24,7,21,Point of View,M,60,20,166,6666667
Atelier Totori: The Adventurer of Arland,PS3,2010,Role-Playing,Nippon Ichi Software,0,12,0,06,0,21,0,03,0,42,74,19,6,7,109,Gust,T,70,7,166,6666667
Mario Golf: World Tour,3DS,2014,Sports,Nintendo,0,15,0,13,0,17,0,03,0,48,78,73,8,2,76,Camelot Software Planning,E,80,4,166,6666667
Metal Gear Rising: Revengeance,X360,2013,Action,Konami Digital Entertainment,0,3,0,14,0,0,04,0,48,82,46,7,8,358,PlatinumGames,M,80,4,166,6666667
Theme Park Roller Coaster,PS2,2000,Strategy,Electronic Arts,0,23,0,18,0,0,06,0,48,82,11,7,9,17,Bullfrog Productions,E,80,3,166,6666667
Tiger Woods PGA Tour 07,X360,2006,Sports,Electronic Arts,0,44,0,0,0,04,0,48,80,44,7,9,21,EA Redwood Shores,E,80,1,166,6666667
Plants vs. Zombies: Garden Warfare 2,XOne,2016,Shooter,Electronic Arts,0,29,0,15,0,0,04,0,48,80,64,8,1,79,PopCap,E10+,80,1,166,6666667
TMNT,Wii,2007,Action,Ubisoft,0,3,0,03,0,0,03,0,36,60,17,5,9,11,Ubisoft Montreal,E10+,60,1,166,6666667
NBA Live 2005,GC,2004,Sports,Electronic Arts,0,35,0,09,0,0,01,0,45,83,17,6,7,7,EA Canada,E,75,16,166,6666667
Just Dance 2015,PS4,2014,Misc,Ubisoft,0,19,0,13,0,0,07,0,39,72,8,5,8,32,Ubisoft,E10+,65,14,166,6666667
Sled Storm,PS2,2002,Racing,Electronic Arts,0,22,0,17,0,0,06,0,45,73,22,7,7,6,Electronic Arts,T,75,4,166,6666667
PlayStation All-Stars Battle Royale,PSV,2012,Action,Sony Computer Entertainment,0,21,0,14,0,01,0,09,0,45,75,15,7,5,221,Bluepoint Games,T,75,0,166,6666667
Batman: Arkham City,PC,2011,Action,Warner Bros. Interactive Entertainment,0,16,0,28,0,0,09,0,53,91,27,8,6,1847,Rocksteady Studios,T,88,5,166,0377358
Tactics Ogre: Let Us Cling Together,PSP,2010,Role-Playing,Square Enix,0,15,0,07,0,27,0,05,0,53,87,49,8,8,102,Square Enix,T,88,1,166,0377358
Victorious Boxers: Ippo's Road to Glory,PS2,2000,Fighting,Empire Interactive,0,05,0,04,0,38,0,01,0,47,75,15,8,10,New,T,78,5,165,9574468
Naruto Shippuden: Ultimate Ninja Storm Generations,X360,2012,Fighting,Namco Bandai Games,0,26,0,14,0,01,0,04,0,44,74,35,7,2,47,CyberConnect2, Racjin,T,73,2,165,9090909
Tom Clancy's The Division,PC,2016,Shooter,Ubisoft,0,22,0,15,0,0,04,0,41,79,33,5,8,1188,Massive Entertainment,M,68,21,165,8536585
EA Sports UFC 2,XOne,2016,Sports,Electronic Arts,0,24,0,14,0,0,04,0,41,76,42,6,77,EA Sports,T,68,16,165,8536585
Mirror's Edge Catalyst,PS4,2016,Platform,Electronic Arts,0,11,0,16,0,02,0,05,0,35,69,50,4,7,578,EA DICE,T,58,22,165,7142857
Rugby World Cup 2011,PS3,2011,Sports,505 Games,0,0,24,0,0,07,0,32,50,12,5,6,7,HB Studios Multimedia,E,53,6,165,625
NCAA Football 2003,XB,2002,Sports,Electronic Arts,0,39,0,11,0,0,02,0,52,90,14,8,2,15,EA Sports,E,86,8,165,3846154
The Sims,GC,2003,Simulation,Electronic Arts,0,35,0,13,0,0,01,0,49,85,16,7,7,22,Edge of Reality,T,81,8,165,3061224
Disney's Kim Possible 3: Team Possible,GBA,2005,Platform,Disney Interactive Studios,0,33,0,12,0,0,01,0,46,76,6,7,7,6,Artificial Mind and Movement,E,76,1,165,2173913
Tetris Axis,3DS,2011,Puzzle,Tetris Online,0,2,0,13,0,06,0,03,0,43,74,33,6,8,28,Hudson Soft,E,71,6,165,1162791
FIFA 14,PC,2013,Sports,Electronic Arts,0,01,0,36,0,0,03,0,4,87,6,4,6,441,EA Canada,E,66,41,165
Spore Hero,Wii,2009,Simulation,Electronic Arts,0,35,0,02,0,0,03,0,4,61,23,7,1,36,Maxis,E10+,66,10,165
Pirates of the Caribbean: At World's End,X360,2007,Action,Disney Interactive Studios,0,29,0,02,0,0,03,0,34,58,42,5,3,21,Eurocom Entertainment Software,T,56,5,164,7058824
NBA Live 2004,XB,2003,Sports,Electronic Arts,0,44,0,04,0,0,02,0,51,85,19,8,2,11,EA Sports,E,84,3,164,7058824
Transformers: Dark of the Moon,PS3,2011,Action,Activision,0,11,0,18,0,0,06,0,34,57,41,5,6,27,High Moon Studios,T,56,1,164,7058824
Sega Rally Revo,X360,2007,Racing,Sega,0,12,0,28,0,0,05,0,45,77,42,7,2,30,SEGA Racing Studio,E,74,5,164,4444444
Backyard Wrestling 2: There Goes the Neighborhood,PS2,2004,Fighting,Eidos Interactive,0,14,0,11,0,0,04,0,28,46,23,4,7,10,Paradox Development,M,46,1,164,2857143
NASCAR Thunder 2002,PS,2001,Racing,Electronic Arts,0,23,0,16,0,0,03,0,42,69,8,6,9,10,Black Box,E,69,0,164,2857143
NBA Jam,PS3,2010,Sports,Electronic Arts,0,22,0,12,0,0,06,0,39,71,33,5,7,14,EA Canada,E,64,14,164,1025641
Donkey Konga 2,GC,2004,Misc,Nintendo,0,3,0,08,0,0,01,0,39,69,30,6,9,Namco,T,64,9,164,1025641
Star Wars: Jedi Starfighter,PS2,2002,Simulation,Activision,0,24,0,19,0,0,06,0,5,81,22,8,3,8,LucasArts,T,82,2,164
NBA Ballers: Phenom,PS2,2006,Sports,Midway Games,0,23,0,18,0,0,06,0,47,69,19,8,5,8,Midway,E,77,16,163,8297872
NASCAR 2011: The Game,Wii,2011,Racing,Activision,0,21,0,0,0,01,0,22,42,5,3,1,9,Eutechnyx,E,36,11,163,6363636
Ape Escape Academy,PSP,2004,Misc,Sony Computer Entertainment,0,13,0,15,0,0,05,0,33,51,48,5,8,4,Shift,E10+,54,7,163,6363636
Warhammer 40,000: Space Marine,PS3,2011,Shooter,THQ,0,13,0,23,0,0,08,0,44,70,46,7,4,162,Relic,M,72,4,163,6363636
Wario World,GC,2003,Platform,Nintendo,0,34,0,09,0,0,01,0,44,71,30,7,2,44,Treasure,E,72,1,163,6363636
Medal of Honor: Warfighter,PC,2012,Action,Electronic Arts,0,14,0,15,0,0,04,0,33,55,30,5,4,599,Danger Close,M,54,1,163,6363636
Tony Hawk's Pro Skater 3,GBA,2002,Sports,Activision,0,37,0,14,0,0,01,0,52,90,20,8,6,Vicarious Visions,E,85,10,163,4615385
Scarface: The World is Yours,XB,2006,Action,Vivendi Games,0,37,0,11,0,0,02,0,49,76,41,8,4,46,Radical Entertainment,M,80,8,163,2653061
Grandia III,PS2,2005,Role-Playing,Square Enix,0,12,0,1,0,24,0,03,0,49,77,38,8,3,53,Game Arts,T,80,6,163,2653061
Madden NFL 07,Wii,2006,Sports,Electronic Arts,0,46,0,0,0,04,0,49,81,35,8,16,EA Canada,E,80,1,163,2653061
Mercenaries 2: World in Flames,PS2,2008,Shooter,Electronic Arts,0,21,0,0,0,17,0,38,49,10,7,4,31,Artificial Mind and Movement,T,62,25,163,1578947
Brothers In Arms: Earned in Blood,PS2,2005,Shooter,Ubisoft,0,38,0,01,0,0,06,0,46,71,20,7,9,23,Gearbox Software,M,75,8,163,0434783
Rock Revolution,X360,2008,Misc,Konami Digital Entertainment,0,25,0,0,0,02,0,27,38,28,5,1,17,Zoe Mode, HB Studios Multimedia,T,44,13,162,962963
Pro Evolution Soccer 2010,Wii,2009,Sports,Konami Digital Entertainment,0,12,0,27,0,06,0,05,0,51,82,13,8,4,17,Konami,E,83,2,162,745098
Burnout Revenge,XB,2005,Racing,Electronic Arts,0,32,0,19,0,0,01,0,53,89,65,8,4,66,Criterion Games,E10+,86,5,162,2641509
StarCraft II: Legacy of the Void,PC,2015,Strategy,Activision,0,19,0,29,0,0,04,0,53,88,62,8,3,833,Blizzard Entertainment,T,86,5,162,2641509
Tatsunoko vs. Capcom: Ultimate All-Stars,Wii,2010,Fighting,Capcom,0,3,0,15,0,03,0,05,0,53,85,62,8,8,85,Eighting,T,86,3,162,2641509
The New York Times Crosswords,DS,2007,Puzzle,Majesco Entertainment,0,42,0,0,0,03,0,45,79,15,6,7,6,BudCat,T,73,12,162,2222222
Rampage: Total Destruction,PS2,2006,Action,Midway Games,0,18,0,14,0,0,05,0,37,51,34,7,15,Pipeworks Software, Inc.,E10+,60,19,162,1621622
Midnight Club II,XB,2003,Racing,Take-Two Interactive,0,42,0,06,0,0,02,0,5,86,33,7,6,12,Rockstar San Diego,T,81,10,162
NBA Street Homecourt,X360,2007,Sports,Electronic Arts,0,45,0,01,0,0,04,0,5,80,42,8,2,30,EA Canada,E,81,2,162
Angry Birds Star Wars,PS4,2013,Strategy,Activision,0,1,0,08,0,0,04,0,21,47,5,2,87,Exient Entertainment,E,34,27,161,9047619
Vampire Rain,X360,2007,Action,Microsoft Game Studios,0,18,0,0,01,0,01,0,21,38,45,2,9,44,Artoon,M,34,9,161,9047619
Superman: Shadow of Apokolips,PS2,2002,Action,Atari,0,21,0,16,0,0,05,0,42,64,22,7,2,9,Atari,E,68,8,161,9047619
2010 FIFA World Cup South Africa,Wii,2010,Sports,Electronic Arts,0,23,0,15,0,01,0,04,0,42,70,19,6,7,11,Electronic Arts,E,68,3,161,9047619
Dance Dance Revolution: Mario Mix,GC,2005,Misc,Nintendo,0,36,0,09,0,0,01,0,47,69,28,8,4,19,Hudson,E,76,15,161,7021277
NBA Live 2002,PS,2001,Sports,Electronic Arts,0,29,0,19,0,0,03,0,52,81,6,8,8,9,EA Canada,E,84,7,161,5384615
LEGO Legends of Chima: Laval's Journey,3DS,2013,Adventure,Warner Bros. Interactive Entertainment,0,18,0,1,0,0,03,0,31,65,5,3,6,7,TT Games,E10+,50,29,161,2903226
Plants vs. Zombies: Garden Warfare 2,PS4,2016,Shooter,Electronic Arts,0,2,0,21,0,0,08,0,49,81,29,7,7,111,PopCap,E10+,79,4,161,2244898
World's Scariest Police Chases,PS,2001,Racing,Activision,0,2,0,14,0,0,02,0,36,54,16,6,3,4,UDS,T,58,9,161,1111111
Fire Emblem: Path of Radiance,GC,2005,Action,Nintendo,0,29,0,08,0,16,0,01,0,54,85,42,8,9,141,Intelligent Systems,T,87,4,161,1111111
The Sims 3: Ambitions,PC,2010,Simulation,Electronic Arts,0,0,29,0,0,17,0,46,74,25,7,3,51,EA Redwood Shores,T,74,1,160,8695652
One Piece: Pirate Warriors 3,PS4,2015,Action,Namco Bandai Games,0,09,0,22,0,1,0,06,0,46,74,34,7,4,118,Omega Force,T,74,0,160,8695652
IL-2 Sturmovik: Birds of Prey,X360,2009,Simulation,505 Games,0,23,0,23,0,0,05,0,51,80,43,8,4,18,Gaijin Entertainment,T,82,4,160,7843137
NBA Ballers,XB,2004,Sports,Midway Games,0,37,0,11,0,0,02,0,51,82,35,8,1,8,Midway,E,82,1,160,7843137
Scene It? Lights Camera Action,X360,2007,Misc,Microsoft Game Studios,0,43,0,01,0,0,04,0,48,73,41,8,1,21,Screenlife Games, WXP,T,77,8,160,4166667
MotorStorm: Apocalypse,PS3,2011,Racing,Sony Computer Entertainment,0,21,0,19,0,0,08,0,48,77,74,7,7,155,Evolution Studios,T,77,0,160,4166667
Enter the Matrix,GC,2003,Action,Atari,0,34,0,09,0,02,0,01,0,45,63,23,8,45,Shiny Entertainment,T,72,17,160
Naruto: Path of the Ninja,DS,2007,Role-Playing,D3Publisher,0,37,0,0,0,03,0,4,57,18,7,2,9,TOSE,E10+,64,15,160
Tony Hawk's Pro Skater 3,XB,2002,Sports,Activision,0,34,0,18,0,0,02,0,55,93,22,8,4,17,Neversoft Entertainment,T,88,9,160
Rayman Origins,Wii,2011,Platform,Ubisoft,0,21,0,27,0,0,06,0,55,92,13,8,3,127,UBlart Montpellier,E10+,88,9,160
F.E.A.R. 3,X360,2011,Shooter,Warner Bros. Interactive Entertainment,0,3,0,11,0,01,0,04,0,45,75,71,7,139,Day 1 Studios,M,72,5,160
Prison Break: The Conspiracy,PS3,2010,Action,Deep Silver,0,05,0,15,0,0,05,0,25,42,33,3,8,20,ZootFly,T,40,4,160
WWE SmackDown vs. RAW 2007,X360,2006,Fighting,THQ,0,44,0,03,0,0,04,0,5,81,50,7,8,46,Yuke's,T,80,3,160
F.E.A.R. 3,PS3,2011,Shooter,Warner Bros. Interactive Entertainment,0,21,0,16,0,01,0,07,0,45,74,48,7,1,103,Day 1 Studios,M,72,3,160
Red Faction: Armageddon,PS3,2011,Shooter,THQ,0,2,0,15,0,03,0,07,0,45,71,52,7,3,58,Volition Inc.,M,72,2,160
Seaman,DC,1999,Simulation,Sega,0,0,0,52,0,0,52,82,24,8,4,16,Vivarium,T,83,2,159,6153846
Marvel: Ultimate Alliance 2,Wii,2009,Role-Playing,Activision,0,25,0,05,0,0,03,0,32,50,8,5,2,16,n-Space,T,51,2,159,375
ESPN NBA Basketball,PS2,2003,Sports,Sega,0,26,0,21,0,0,07,0,54,89,18,8,4,38,Visual Concepts,E,86,5,159,2592593
Rayman Origins,PSV,2012,Platform,Ubisoft,0,12,0,33,0,0,09,0,54,88,54,8,4,298,UBlart Montpellier,E10+,86,4,159,2592593
SSX Tricky,GC,2001,Sports,Electronic Arts,0,42,0,11,0,0,01,0,54,87,20,8,6,18,EA Sports Big,E,86,1,159,2592593
Bravely Second: End Layer,3DS,2015,Role-Playing,Nintendo,0,17,0,1,0,18,0,03,0,49,81,70,7,4,103,Silicon Studio,T,78,7,159,1836735
Tony Hawk's Project 8,X360,2006,Sports,Activision,0,44,0,02,0,0,04,0,49,81,65,7,6,38,Neversoft Entertainment,T,78,5,159,1836735
Tony Hawk's Proving Ground,PS3,2007,Sports,Activision,0,36,0,04,0,0,04,0,44,73,36,6,6,17,Neversoft Entertainment,T,70,7,159,0909091
MotoGP 08,PS3,2008,Racing,Capcom,0,07,0,24,0,0,08,0,39,65,21,6,9,Milestone S.r.l,E,62,5,158,974359
Monopoly Streets,PS3,2010,Misc,Electronic Arts,0,16,0,17,0,0,06,0,39,64,11,6,1,9,Electronic Arts,E,62,3,158,974359
Capcom Classics Collection,PS2,2005,Misc,Capcom,0,22,0,17,0,05,0,06,0,51,78,30,8,4,5,Digital Eclipse,T,81,6,158,8235294
Delta Force: Black Hawk Down,PS2,2005,Shooter,NovaLogic,0,22,0,17,0,0,06,0,46,58,25,8,8,51,Rebellion,T,73,30,158,6956522
Tomb Raider: Legend,PSP,2006,Action,Eidos Interactive,0,09,0,24,0,0,12,0,46,67,28,7,9,30,Buzz Monkey,T,73,12,158,6956522
Just Dance 2014,PS4,2013,Misc,Ubisoft,0,19,0,16,0,0,07,0,41,75,4,5,5,51,Ubisoft,E10+,65,20,158,5365854
Disney's Tarzan Untamed,PS2,2001,Platform,Ubisoft,0,2,0,16,0,0,05,0,41,59,7,7,1,7,Ubisoft,E,65,12,158,5365854
Legacy of Kain: Defiance,PS2,2003,Action,Eidos Interactive,0,26,0,2,0,0,07,0,53,75,34,9,3,49,Crystal Dynamics,M,84,18,158,490566
NCAA March Madness 06,PS2,2005,Sports,Electronic Arts,0,45,0,02,0,0,07,0,53,78,19,9,1,13,EA Canada,E,84,13,158,490566
The Lord of the Rings: The Two Towers,GC,2002,Action,Electronic Arts,0,41,0,11,0,0,01,0,53,82,13,8,7,23,Stormfront Studios,T,84,5,158,490566
Peter Jackson's King Kong: The Official Game of the Movie,XB,2005,Action,Ubisoft,0,34,0,17,0,0,02,0,53,82,43,8,5,11,Ubisoft Montpellier,T,84,3,158,490566
The Warriors,PS2,2005,Action,Take-Two Interactive,0,44,0,02,0,0,07,0,53,84,52,8,5,72,Rockstar Toronto,M,84,1,158,490566
The Saboteur,PS3,2009,Action,Electronic Arts,0,2,0,21,0,0,07,0,48,72,54,8,1,118,Pandemic Studios,M,76,9,158,3333333
Deadpool,X360,2013,Action,Activision,0,26,0,13,0,0,04,0,43,62,49,7,4,368,High Moon Studios,M,68,12,158,1395349
Payday 2,PS3,2013,Shooter,505 Games,0,22,0,14,0,0,08,0,43,74,12,6,2,181,Overkill Software,M,68,12,158,1395349
Band Hero,DS,2009,Misc,Activision,0,2,0,19,0,0,04,0,43,65,18,7,4,Vicarious Visions,E10+,68,5,158,1395349
Crash: Mind Over Mutant,Wii,2008,Platform,Vivendi Games,0,35,0,05,0,0,03,0,43,70,13,6,6,16,Radical Entertainment,E10+,68,4,158,1395349
Enemy Territory: Quake Wars,X360,2008,Shooter,Activision,0,3,0,11,0,0,04,0,45,69,54,7,3,26,Nerve Software,T,71,4,157,7777778
Tomb Raider: Underworld,Wii,2008,Action,Eidos Interactive,0,13,0,27,0,0,05,0,45,70,12,7,2,20,Crystal Dynamics,T,71,2,157,7777778
Nancy Drew: The Mystery of the Clue Bender Society,DS,2008,Adventure,Codemasters,0,24,0,0,0,02,0,26,46,5,3,6,5,Gorilla Systems,E10+,41,10,157,6923077
The Sims 2: Open for Business,PC,2006,Simulation,Electronic Arts,0,46,0,05,0,0,0,52,78,29,8,6,35,Maxis,T,82,8,157,6923077
Freedom Fighters,PS2,2003,Shooter,Electronic Arts,0,25,0,2,0,0,07,0,52,81,26,8,4,57,Io Interactive,T,82,3,157,6923077
Golden Axe: Beast Rider,X360,2008,Action,Sega,0,19,0,11,0,0,03,0,33,45,33,5,8,33,Secret Level,M,52,13,157,5757576
X-Men: Next Dimension,PS2,2002,Fighting,Activision,0,23,0,18,0,0,06,0,47,61,19,8,7,13,Paradox Development,T,74,26,157,4468085
Godzilla: Save the Earth,PS2,2004,Fighting,Atari,0,23,0,18,0,0,06,0,47,62,19,8,7,21,Pipeworks Software, Inc.,T,74,25,157,4468085
Dark Sector,PS3,2008,Shooter,D3Publisher,0,23,0,16,0,01,0,07,0,47,72,47,7,6,70,Digital Extremes,M,74,4,157,4468085
Final Fantasy Crystal Chronicles: Echoes of Time,DS,2009,Role-Playing,Square Enix,0,12,0,06,0,27,0,02,0,47,75,37,7,3,21,Square Enix,E10+,74,2,157,4468085
Need for Speed Carbon,XB,2006,Racing,Electronic Arts,0,35,0,1,0,0,02,0,47,74,19,7,4,11,EA Canada,E10+,74,0,157,4468085
Dance Dance Revolution Ultramix,XB,2003,Simulation,Konami Digital Entertainment,0,42,0,11,0,0,02,0,54,82,24,8,8,10,Konami Computer Entertainment Hawaii,E,85,6,157,4074074
The Incredible Hulk: Ultimate Destruction,PS2,2005,Action,Vivendi Games,0,26,0,2,0,0,07,0,54,83,41,8,7,38,Radical Entertainment,T,85,4,157,4074074
Hot Wheels World Race,PS2,2003,Racing,THQ,0,21,0,16,0,0,05,0,42,55,5,7,7,9,Climax Group,E,66,22,157,1428571
HBO Boxing,PS,2000,Fighting,Acclaim Entertainment,0,12,0,08,0,0,01,0,21,26,7,4,5,Osiris Studios,E,33,14,157,1428571
Pirates of the Caribbean: At World's End,PSP,2007,Action,Disney Interactive Studios,0,15,0,17,0,0,1,0,42,61,5,7,11,Eurocom Entertainment Software,T,66,9,157,1428571
The Golden Compass,PS3,2007,Action,Sega,0,14,0,1,0,0,05,0,28,40,17,4,8,16,Shiny Entertainment,E10+,44,8,157,1428571
ESPN NFL Football,PS2,2003,Sports,Sega,0,27,0,21,0,0,07,0,56,91,20,8,5,25,Visual Concepts,E,88,6,157,1428571
Harry Potter and the Goblet of Fire,GC,2005,Action,Electronic Arts,0,32,0,08,0,0,01,0,42,69,20,6,3,13,Electronic Arts,E10+,66,6,157,1428571
Medal of Honor: Rising Sun,GC,2003,Shooter,Electronic Arts,0,33,0,09,0,0,01,0,42,68,24,6,4,13,EA LA,T,66,4,157,1428571
Mega Man X6,PS,2001,Action,Capcom,0,14,0,1,0,16,0,03,0,42,65,14,6,8,44,Capcom,E,66,3,157,1428571
Ace Combat Zero: The Belkan War,PS2,2006,Simulation,Namco Bandai Games,0,15,0,12,0,2,0,04,0,51,75,45,8,4,55,Namco,T,80,9,156,8627451
Soul Sacrifice,PSV,2013,Role-Playing,Sony Computer Entertainment,0,15,0,08,0,22,0,06,0,51,77,71,8,2,298,SCE Japan Studio, comcept,M,80,5,156,8627451
X-Men Legends,GC,2004,Role-Playing,Activision,0,41,0,11,0,0,01,0,53,81,36,8,5,11,Raven Software,T,83,4,156,6037736
2010 FIFA World Cup South Africa,PSP,2010,Sports,Electronic Arts,0,09,0,22,0,03,0,12,0,46,69,11,7,4,9,Electronic Arts,E,72,5,156,5217391
EA Sports Active 2,X360,2010,Sports,Electronic Arts,0,18,0,16,0,0,04,0,39,68,21,5,4,9,EA Canada,E,61,14,156,4102564
Tak and the Power of Juju,GBA,2003,Platform,THQ,0,39,0,15,0,0,01,0,55,79,28,9,2,19,Avalanche Software,E,86,13,156,3636364
Mega Man Zero,GBA,2002,Platform,Capcom,0,22,0,08,0,24,0,01,0,55,82,17,8,9,31,Inti,E,86,7,156,3636364
Harry Potter and the Deathly Hallows - Part 2,PS3,2011,Action,Electronic Arts,0,14,0,13,0,0,05,0,32,43,21,5,7,27,EA Bright Light,T,50,14,156,25
Golden Axe: Beast Rider,PS3,2008,Action,Sega,0,13,0,14,0,0,06,0,32,44,30,5,6,23,Secret Level,M,50,12,156,25
Leisure Suit Larry: Box Office Bust,X360,2009,Adventure,Codemasters,0,14,0,01,0,0,01,0,16,25,27,2,5,41,Team 17,M,25,0,156,25
X-Men: The Official Game,PS2,2006,Action,Activision,0,2,0,16,0,0,05,0,41,52,44,7,5,20,Z-Axis, Ltd.,T,64,23,156,097561
Crash of the Titans,PS2,2007,Action,Vivendi Games,0,34,0,01,0,0,06,0,41,70,12,5,9,48,Radical Entertainment,E10+,64,11,156,097561
Resistance: Burning Skies,PSV,2012,Shooter,Sony Computer Entertainment,0,18,0,15,0,02,0,06,0,41,60,63,6,8,245,Nihilistic,M,64,8,156,097561
Shrek SuperSlam,PS2,2005,Action,Activision,0,24,0,19,0,0,06,0,5,67,21,9,26,Shaba Games,E10+,78,23,156
Monster Hunter,PS2,2004,Role-Playing,Capcom,0,11,0,08,0,28,0,03,0,5,68,37,8,9,46,Capcom,T,78,21,156
Theatrhythm: Final Fantasy,3DS,2012,Misc,Square Enix,0,22,0,07,0,18,0,02,0,5,78,60,7,8,113,Indies Zero,E10+,78,0,156
Marvel Super Hero Squad,Wii,2009,Fighting,THQ,0,3,0,03,0,0,03,0,36,49,16,6,2,14,Blue Tongue Entertainment,E10+,56,13,155,5555556
Robots,PS2,2005,Action,Vivendi Games,0,18,0,14,0,0,05,0,36,53,6,6,8,Eurocom Entertainment Software,E,56,7,155,5555556
War of the Monsters,PS2,2003,Fighting,Sony Computer Entertainment,0,26,0,2,0,0,07,0,54,80,41,8,9,68,Incognito Inc.,T,84,9,155,5555556
Tiger Woods PGA Tour 11,Wii,2010,Sports,Electronic Arts,0,23,0,25,0,0,06,0,54,84,29,8,3,23,EA Sports,E,84,1,155,5555556
Just Dance 2014,XOne,2013,Misc,Ubisoft,0,3,0,11,0,0,04,0,45,71,6,7,58,Ubisoft,E10+,70,1,155,5555556
World of Warcraft: Warlords of Draenor,PC,2014,Action,Activision Blizzard,0,08,0,36,0,0,03,0,47,87,49,5,9,1154,Blizzard Entertainment,T,73,28,155,3191489
F1 2012,X360,2012,Racing,Codemasters,0,1,0,34,0,0,05,0,49,84,42,6,9,56,Codemasters,E,76,15,155,1020408
Pokemon Art Academy ,3DS,2014,Misc,Nintendo,0,18,0,12,0,16,0,03,0,49,76,22,7,7,19,Headstrong Games,E,76,1,155,1020408
Rampage: Total Destruction,GC,2006,Action,Midway Games,0,31,0,08,0,0,01,0,4,57,24,6,7,6,Pipeworks Software, Inc.,E10+,62,10,155
Bust-A-Move Universe,3DS,2011,Puzzle,Square Enix,0,08,0,15,0,06,0,03,0,31,49,30,4,8,13,Arika,E,48,1,154,8387097
Guitar Hero: Smash Hits,X360,2009,Misc,Activision,0,23,0,15,0,0,04,0,42,71,56,5,9,18,Beenox,T,65,12,154,7619048
Valkyria Chronicles II,PSP,2010,Role-Playing,Sega,0,12,0,15,0,18,0,09,0,53,83,54,8,1,67,Sega,T,82,2,154,7169811
Dragon's Crown,PS3,2013,Role-Playing,Nippon Ichi Software,0,25,0,07,0,17,0,05,0,53,82,62,8,3,288,Vanillaware,T,82,1,154,7169811
DmC: Devil May Cry,X360,2013,Action,Capcom,0,26,0,12,0,01,0,04,0,44,86,65,5,1,1438,Ninja Theory,M,68,35,154,5454545
Virtua Tennis 4,PS3,2011,Sports,Sega,0,09,0,24,0,03,0,08,0,44,69,49,6,6,28,Sega,E,68,3,154,5454545
WWE Crush Hour,PS2,2003,Racing,THQ,0,17,0,13,0,0,04,0,35,56,13,5,3,8,Pacific Coast Power & Light,T,54,3,154,2857143
Dark Sector,X360,2008,Shooter,D3Publisher,0,22,0,2,0,01,0,05,0,48,72,71,7,5,147,Digital Extremes,M,74,3,154,1666667
Kingdom Under Fire: Circle of Doom,X360,2007,Role-Playing,Microsoft Game Studios,0,18,0,12,0,04,0,03,0,37,55,44,5,9,49,Blueside,M,57,4,154,0540541
Mario Tennis: Power Tour,GBA,2005,Sports,Nintendo,0,24,0,09,0,19,0,01,0,52,81,21,8,25,Camelot Software Planning,E,80,1,153,8461538
SSX On Tour,PS2,2005,Sports,Electronic Arts,0,25,0,2,0,0,07,0,52,80,41,7,9,26,EA Canada,E,80,1,153,8461538
Greg Hastings' Tournament Paintball,XB,2004,Shooter,Activision,0,46,0,06,0,0,02,0,54,74,11,9,2,42,WXP,T,83,18,153,7037037
Mat Hoffman's Pro BMX,PS,2001,Sports,Activision,0,3,0,2,0,0,04,0,54,80,15,8,6,16,Shaba Games,E,83,6,153,7037037
Ed, Edd n Eddy: The Mis-Edventures,PS2,2005,Platform,Midway Games,0,34,0,01,0,0,06,0,41,50,5,7,6,16,Artificial Mind and Movement,E,63,26,153,6585366
300: March to Glory,PSP,2007,Action,Warner Bros. Interactive Entertainment,0,27,0,08,0,0,07,0,41,55,31,7,1,14,Collision Studios,M,63,16,153,6585366
Need for Speed: Most Wanted,GC,2005,Racing,Electronic Arts,0,43,0,11,0,0,02,0,56,80,18,9,1,22,EA Canada,T,86,11,153,5714286
Breath of Fire IV,PS,2000,Role-Playing,Capcom,0,11,0,08,0,34,0,04,0,56,83,10,8,9,45,Capcom,T,86,6,153,5714286
InuYasha: The Secret of the Cursed Mask,PS2,2004,Role-Playing,Namco Bandai Games,0,21,0,17,0,0,06,0,43,51,7,8,1,28,Kamui,T,66,30,153,4883721
Alpha Protocol,PS3,2010,Role-Playing,Sega,0,19,0,17,0,0,07,0,43,64,49,6,9,117,Obsidian Entertainment,M,66,5,153,4883721
Rayman Legends,PS3,2013,Platform,Ubisoft,0,14,0,34,0,0,1,0,58,91,23,8,7,310,Ubisoft Montpellier,E10+,89,4,153,4482759
